settlement_id,order_id,utr,settlement_date,gross_amount,fee,tax,settled_amount,merchant_ref
STL-0234,order_S32UY84ZZ2,UTR604303662163,2026-07-03,105938.65,2118.77,381.38,103438.5,RAZORP*LOTU234
STL-0235,order_IEECY2C11B,UTR134822810499,2026-06-05,187392.75,3747.86,674.61,182970.28,RAZORP*JAIP235
STL-0236,order_8MFS0IUDUA,UTR886911014797,2026-06-13,169297.16,3385.94,609.47,165301.75,RAZORP*GANG236
STL-0237,order_O1LQSRNKZC,UTR226674531924,2026-06-14,209511.83,4190.24,754.24,204567.35,RAZORP*DELT237
STL-0238,order_SYEOZ906GN,UTR470222256976,2026-06-13,8132.53,162.65,29.28,7940.6,RAZORP*LOTU238
STL-0239,order_QERI7B03RA,UTR517381037849,2026-07-12,237784.01,4755.68,856.02,232172.31,RAZORP*VERT239
STL-0240,order_A195EQ4PBG,UTR434059904005,2026-07-05,128674.72,2573.49,463.23,125638.0,RAZORP*PINN240
STL-0241,order_M9LBB4M0A6,UTR518077513321,2026-07-04,18655.6,373.11,67.16,18215.33,RAZORP*FALC241
STL-0243,order_V9NOU3DYMS,UTR833429677539,2026-06-30,144172.1,2883.44,519.02,140769.64,RAZORP*VERT243
STL-0244,order_D4DMC2RH2X,UTR655347204229,2026-06-22,249075.78,4981.52,896.67,243197.59,RAZORP*BLUE244
STL-0245,order_TW1PUWSNFF,UTR940461992292,2026-07-15,240718.68,4814.37,866.59,235037.72,RAZORP*GANG245
STL-0247,order_BFEJ2XG48R,UTR160215049549,2026-06-21,118719.13,2374.38,427.39,115917.36,RAZORP*ZENI247
STL-0248,order_7J5IE3LVO0,UTR338039409811,2026-07-04,233569.18,4671.38,840.85,228056.95,RAZORP*SUMM248
STL-0249,order_Z3A8V4X7Y2,UTR375907306805,2026-07-17,65354.94,1307.1,235.28,63812.56,RAZORP*PINN249
STL-0250,order_L3X2JC2R07,UTR887408046181,2026-06-18,77868.61,1557.37,280.33,76030.91,RAZORP*YASH250
STL-0251,order_OWLCFS8314,UTR553916854413,2026-06-06,162136.34,3242.73,583.69,158309.92,RAZORP*YASH251
STL-0252,order_69HZGOPJDN,UTR726838637799,2026-06-16,10079.99,201.6,36.29,9842.1,RAZORP*SUMM252
STL-0253,order_IH83J0NPHH,UTR412777080157,2026-07-01,194473.03,3889.46,700.1,189883.47,RAZORP*QUAR253
STL-0254,order_OHNPVCUB7Q,UTR760575627385,2026-07-03,26005.98,520.12,93.62,25392.24,RAZORP*UDAA254
STL-0255,order_LTFEBE5407,UTR391529221921,2026-06-14,128417.95,2568.36,462.3,125387.29,RAZORP*INDU255
STL-0256,order_E6RP9UQEZF,UTR200285786864,2026-06-05,61315.83,1226.32,220.74,59868.77,RAZORP*EVER256
STL-0257,order_AYYOV84FC3,UTR626818709942,2026-06-14,107022.65,2140.45,385.28,104496.92,RAZORP*SUMM257
STL-0258,order_VDJI1OAHNO,UTR927413286234,2026-07-15,74323.73,1486.47,267.56,72569.7,RAZORP*BLUE258
STL-0259,order_P13WPPBMQI,UTR884631411342,2026-06-14,124957.64,2499.15,449.85,122008.64,RAZORP*QUAR259
STL-0260,order_SOQZ3MV1A0,UTR295261578261,2026-06-29,77393.0,1547.86,278.61,75566.53,RAZORP*QUAR260
STL-0261,order_PAOAXQOX00,UTR779905348790,2026-06-15,56711.75,1134.24,204.16,55373.35,RAZORP*ZENI261
STL-0262,order_GKQRAFFZ8Q,UTR597614036657,2026-06-13,164186.26,3283.73,591.07,160311.46,RAZORP*UDAA262
STL-0263,order_RVWY3RZTPL,UTR392330551950,2026-07-11,150980.69,3019.61,543.53,147417.55,RAZORP*XENO263
STL-0264,order_4ZQ50OP7XM,UTR978201948130,2026-06-16,129370.81,2587.42,465.74,126317.65,RAZORP*ORIO264
STL-0265,order_36BCPWEIJM,UTR943339338380,2026-07-07,16527.09,330.54,59.5,16137.05,RAZORP*GANG265
STL-0266,order_DUSGEHN0Z1,UTR905299457393,2026-06-09,243791.64,4875.83,877.65,238038.16,RAZORP*YASH266
STL-0267,order_XF1PI2OOQ4,UTR850737122054,2026-06-13,25882.3,517.65,93.18,25271.47,RAZORP*QUAR267
STL-0268,order_ZXSKOYTK06,UTR772281746428,2026-06-04,166743.16,3334.86,600.27,162473.81,RAZORP*MERI268
STL-0269,order_HSLMWA6TJ3,UTR895874371093,2026-06-08,14057.69,281.15,50.61,13725.93,RAZORP*JAIP269
STL-0270,order_U6WTVMK2ZY,UTR515384974502,2026-06-04,116021.05,2320.42,417.68,113282.95,RAZORP*XENO270
STL-0271,order_SVSOJRPP7R,UTR559446706857,2026-06-29,222684.78,4453.7,801.67,217429.41,RAZORP*BLUE271
STL-0272,order_EUBFN9KR2F,UTR562093917524,2026-07-07,95486.35,1909.73,343.75,93232.87,RAZORP*FALC272
STL-0273,order_V1SQQQ5L2X,UTR526961102589,2026-07-08,115831.73,2316.63,416.99,113098.11,RAZORP*JAIP273
STL-0274,order_8T18S1SAXT,UTR121313245949,2026-07-18,80667.78,1613.36,290.4,78764.02,RAZORP*ZENI274
STL-0275,order_9TKG1F8YC8,UTR126549159273,2026-06-30,10893.95,217.88,39.22,10636.85,RAZORP*FALC275
STL-0276,order_3EH1VR1NEC,UTR707586790614,2026-06-09,83410.16,1668.2,300.28,81441.68,RAZORP*MERI276
STL-0278,order_UQ4S2FTGI8,UTR596305599781,2026-07-09,170398.87,3407.98,613.44,166377.45,RAZORP*RANG278
STL-0280,order_WVSB0UKOEF,UTR329488531225,2026-06-21,151477.6,3029.55,545.32,147902.73,RAZORP*PINN280
STL-0281,order_6YO6Z1T2XC,UTR996926970536,2026-06-25,8889.28,177.79,32.0,8415.05,RAZORP*TUND281
STL-0282,order_ZG3W3H98BR,UTR876117975121,2026-06-16,113921.53,2278.43,410.12,111232.98,RAZORP*LOTU282
STL-0283,order_0J4A8YWY5A,UTR806209079249,2026-06-08,36220.57,724.41,130.39,35365.77,RAZORP*EVER283
STL-0284,order_CUA09PCIFL,UTR789883394077,2026-06-05,73093.59,1461.87,263.14,71231.01,RAZORP*HARB284
STL-0285,order_DIMBM271W1,UTR592312124212,2026-06-05,150170.04,3003.4,540.61,146626.03,RAZORP*NIMB285
STL-0286,order_ND1IVXAN25,UTR210033757396,2026-06-30,21118.61,422.37,76.03,20620.21,RAZORP*UDAA286
STL-0287,order_GEBEVSXMVT,UTR259539243228,2026-07-13,129680.01,2593.6,466.85,126619.56,RAZORP*EVER287
STL-0288,order_Z9VLU8WPFQ,UTR641347093191,2026-06-14,161935.92,3238.72,582.97,158114.23,RAZORP*GANG288
STL-0289,order_PW6M9HKHJG,UTR709230520344,2026-06-02,93890.2,1877.8,338.0,91674.4,RAZORP*FALC289
STL-0290,order_S2WPZE5EGT,UTR511004120395,2026-06-22,116769.9,2335.4,420.37,114014.13,RAZORP*GANG290
STL-0291,order_WGN51NSGZS,UTR888054760199,2026-07-10,222029.4,4440.59,799.31,216789.5,RAZORP*QUAR291
STL-0292,order_DQMVQWPQO2,UTR397714335782,2026-06-13,234197.23,4683.94,843.11,228670.18,RAZORP*SUMM292
STL-0293,order_TCJIEMTMYJ,UTR996553855934,2026-06-18,70078.1,1401.56,252.28,68424.26,RAZORP*ORIO293
STL-0294,order_985I0HIVTQ,UTR610303952467,2026-06-28,236724.68,4734.49,852.21,230793.64,RAZORP*LOTU294
STL-0295,order_PYO2TLA27F,UTR724188673123,2026-06-23,236121.73,4722.43,850.04,230549.26,RAZORP*EVER295
STL-0296,order_VAH6NHKSQN,UTR284731040638,2026-06-08,46998.8,939.98,169.2,45889.62,RAZORP*JAIP296
STL-0297,order_7VSYJAFCO3,UTR463035789366,2026-06-23,110889.17,2217.78,399.2,108272.19,RAZORP*GANG297
STL-0298,order_6GUO8I5JWK,UTR176949906843,2026-06-15,106687.93,2133.76,384.08,104170.09,RAZORP*ZENI298
STL-0300,order_OAE7L0RCTI,UTR585116635229,2026-07-15,188685.35,3773.71,679.27,184232.37,RAZORP*WAVE300
